cluster.index	parent.mass.NH4	number.of.spectra.NH4	RTMean.NH4	sum.precursor.intensity..NH4	LibraryID.NH4	SpectrumID.NH4	Smiles.NH4	INCHI.NH4	ProteoSAFeClusterLink.NH4	MetFragScore.NH4	MetFragSMILES.NH4	MetFragID.NH4	FusionScore.NH4	FusionSMILES.NH4	FusionID.NH4	ConsensusScore.NH4	ConsensusSMILES.NH4	ConsensusID.NH4
2156	502.418	1	961.134	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2156									
2157	502.418	1	896.472	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2157									
2159	502.422	1	861.234	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2159									
2160	502.423	1	997.872	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2160									
2171	503.242	1	436.835	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2171									
2174	503.300	1	484.154	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2174									
2176	503.405	1	1075.050	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2176									
2178	503.409	1	855.282	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2178									
2179	503.411	1	919.744	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2179									
2180	503.415	1	862.014	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2180									
2182	504.294	1	514.465	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2182									
2183	504.332	1	519.743	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2183									
2187	504.366	1	537.580	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2187	1	CC(C/C=C/C(C)(C)OO)C1CCC2(C)C3=C(C(=O)CC12C)C1(C)CCC(C(C)(C)C1CC3=O)O	C30H46O5_Euphorbia_micractina_659				1	CC(C/C=C/C(C)(C)OO)C1CCC2(C)C3=C(C(=O)CC12C)C1(C)CCC(C(C)(C)C1CC3=O)O	C30H46O5_Euphorbia_micractina_659
2188	504.366	1	385.583	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2188	1	CC(C/C=C/C(C)(C)OO)C1CCC2(C)C3=C(C(=O)CC12C)C1(C)CCC(C(C)(C)C1CC3=O)O	C30H46O5_Euphorbia_micractina_659						
2191	504.367	1	440.393	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2191	1	CC(C/C=C/C(C)(C)OO)C1CCC2(C)C3=C(C(=O)CC12C)C1(C)CCC(C(C)(C)C1CC3=O)O	C30H46O5_Euphorbia_micractina_659				1	CC(C/C=C/C(C)(C)OO)C1CCC2(C)C3=C(C(=O)CC12C)C1(C)CCC(C(C)(C)C1CC3=O)O	C30H46O5_Euphorbia_micractina_659
2192	504.370	1	588.659	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2192	1	CC(C/C=C/C(C)(C)OO)C1CCC2(C)C3=C(C(=O)CC12C)C1(C)CCC(C(C)(C)C1CC3=O)O	C30H46O5_Euphorbia_micractina_659						
2197	504.399	1	588.659	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2197									
2198	504.401	1	536.975	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2198									
2199	504.401	1	570.032	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2199									
2200	504.401	1	779.358	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2200									
2203	504.403	1	670.698	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2203									
2204	504.405	1	812.897	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2204									
2207	504.438	1	988.905	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2207									
2208	504.439	1	945.129	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2208									
2209	504.439	1	1046.310	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2209									
2210	505.257	1	660.648	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2210									
2214	505.352	1	282.947	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2214									
2215	505.352	1	389.769	0	NCGC00385328-01_C30H48O6_(1alpha,2alpha,3beta,5xi,9xi,18xi)-1,2,3,19-Tetrahydroxyurs-12-en-28-oicacid	CCMSLIB00000849703	C[C@@H]1CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]3(C)CCC5C(C)(C)[C@@H](O)[C@H](O)[C@H](O)[C@]45C)C2[C@]1(C)O)C(O)=O	InChI=1S/C30H48O6/c1-16-10-13-30(24(34)35)15-14-26(4)17(21(30)29(16,7)36)8-9-19-27(26,5)12-11-18-25(2,3)22(32)20(31)23(33)28(18,19)6/h8,16,18-23,31-33,36H,9-15H2,1-7H3,(H,34,35)/t16-,18?,19?,20+,21?,22+,23+,26-,27-,28+,29-,30+/m1/s1	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2215									
2223	506.274	1	332.270	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2223	1.0000000,0.9633402,0.9248850	C/C=C(/C)\C(=O)O[C@]12C(C3C=C(C[C@]4(C(C=C(C)C4=O)[C@]3([C@H](C)[C@H]1OC(=O)C)O)O)CO)C2(C)C,CC(C1(C=C(C)C2OC(/C(C)=C\C)=O)C2(O)C(O)C(CO)=C3)CC4C(C4(COC(C)=O)C)C3C1=O,C/C=C(/C)\C(=O)OC1C(=CC2C3C(C)(C)C3(CC(C)C3(C=C(C)C(C13O)O)C2=O)OC(=O)C)CO	C27H36O8_Croton_tiglium_477,C27H36O8_Euphorbia_cauducifolia_479,C27H36O8_Euphorbia_cornigera_476				1,0.912,0.897	C/C=C(/C)\C(=O)O[C@]12C(C3C=C(C[C@]4(C(C=C(C)C4=O)[C@]3([C@H](C)[C@H]1OC(=O)C)O)O)CO)C2(C)C,CC(C1(C=C(C)C2OC(/C(C)=C\C)=O)C2(O)C(O)C(CO)=C3)CC4C(C4(COC(C)=O)C)C3C1=O,C/C=C(/C)\C(=O)OC1C(=CC2C3C(C)(C)C3(CC(C)C3(C=C(C)C(C13O)O)C2=O)OC(=O)C)CO	C27H36O8_Croton_tiglium_477,C27H36O8_Euphorbia_cauducifolia_479,C27H36O8_Euphorbia_cornigera_476
2226	506.310	1	508.198	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2226									
2230	506.380	1	626.720	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2230	1	CC1CCC2(CCC3(C)C(=CCC4C3(C)CCC3C(C)(C)C(CC(C43C)O)O)C2C1(C)O)C(=O)O	C30H48O5_Euphorbia_kansuensis_702				1	CC1CCC2(CCC3(C)C(=CCC4C3(C)CCC3C(C)(C)C(CC(C43C)O)O)C2C1(C)O)C(=O)O	C30H48O5_Euphorbia_kansuensis_702
2232	506.382	1	382.774	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2232	1	CC1CCC2(CCC3(C)C(=CCC4C3(C)CCC3C(C)(C)C(CC(C43C)O)O)C2C1(C)O)C(=O)O	C30H48O5_Euphorbia_kansuensis_702						
2239	507.309	1	736.440	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2239									
2240	507.310	1	644.526	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2240									
2244	508.288	1	344.585	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2244	1.0000000,0.9413979	C/C=C(C)/C(OC(C(C1(C)C)C1C(C2C)O)C(O)/C(C)=C/C3(O4)C4(CC(C)C3OC(C)=O)C2=O)=O,CC1C(OC(CC)=O)C2C(OC(C)=O)(C(/C(C)=C/C3C(C3(C)C)CCC4(CO4)C2OC(C)=O)=O)C1	C27H38O8_Euphorbia_neriifolia_486,C27H38O8_Euphorbia_prolifera_487				1,0.9	C/C=C(C)/C(OC(C(C1(C)C)C1C(C2C)O)C(O)/C(C)=C/C3(O4)C4(CC(C)C3OC(C)=O)C2=O)=O,CC1C(OC(CC)=O)C2C(OC(C)=O)(C(/C(C)=C/C3C(C3(C)C)CCC4(CO4)C2OC(C)=O)=O)C1	C27H38O8_Euphorbia_neriifolia_486,C27H38O8_Euphorbia_prolifera_487
2245	508.289	1	267.227	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2245	1.0000000,0.9276057	C/C=C(C)/C(OC(C(C1(C)C)C1C(C2C)O)C(O)/C(C)=C/C3(O4)C4(CC(C)C3OC(C)=O)C2=O)=O,CC1C(OC(CC)=O)C2C(OC(C)=O)(C(/C(C)=C/C3C(C3(C)C)CCC4(CO4)C2OC(C)=O)=O)C1	C27H38O8_Euphorbia_neriifolia_486,C27H38O8_Euphorbia_prolifera_487				1,0.915	C/C=C(C)/C(OC(C(C1(C)C)C1C(C2C)O)C(O)/C(C)=C/C3(O4)C4(CC(C)C3OC(C)=O)C2=O)=O,CC1C(OC(CC)=O)C2C(OC(C)=O)(C(/C(C)=C/C3C(C3(C)C)CCC4(CO4)C2OC(C)=O)=O)C1	C27H38O8_Euphorbia_neriifolia_486,C27H38O8_Euphorbia_prolifera_487
2247	508.363	1	293.707	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2247									
2249	508.397	1	494.661	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2249									
2252	508.397	1	616.948	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2252									
2253	508.397	1	577.765	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2253									
2255	508.398	1	542.192	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2255									
2256	508.398	1	351.669	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2256									
2257	508.399	1	336.405	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2257									
2258	508.399	1	437.689	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2258									
2259	508.428	1	442.119	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2259									
2261	508.434	1	1061.890	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2261									
2263	509.252	1	442.443	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2263									
2267	509.397	1	967.266	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2267									
2274	510.268	1	207.928	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2274	1	CC1(C)CCCC2(C)C1CCC13C2C=C2C(=C(COC4C(C(C(C(CO)O4)O)O)O)C(=O)O2)C1O3	C26H36O9_Euphorbia_fischeriana_437	1	CC1(C)CCCC2(C)C1CCC13C2C=C2C(=C(COC4C(C(C(C(CO)O4)O)O)O)C(=O)O2)C1O3	C26H36O9_Euphorbia_fischeriana_437	1	CC1(C)CCCC2(C)C1CCC13C2C=C2C(=C(COC4C(C(C(C(CO)O4)O)O)O)C(=O)O2)C1O3	C26H36O9_Euphorbia_fischeriana_437
2278	510.450	1	1101.310	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2278									
2281	511.270	1	415.646	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2281									
2284	511.342	1	855.386	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2284									
2288	512.263	1	381.060	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2288									
2289	512.263	1	435.394	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2289									
2291	512.389	1	789.348	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2291									
2293	512.392	1	806.532	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2293									
2296	512.394	1	945.942	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2296									
2300	513.284	1	566.963	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2300									
2303	513.320	1	582.165	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2303									
2305	513.356	1	867.120	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2305									
2306	513.357	1	940.901	0	NCGC00380215-01!	CCMSLIB00000845937	CCCCCCCCCCCC(=O)OC12CC(C)C3(O)C4C=C(C)C(=O)C4(O)CC(CO)=CC3C1C2(C)C	InChI=1S/C32H50O6/c1-6-7-8-9-10-11-12-13-14-15-26(34)38-31-18-22(3)32(37)24(27(31)29(31,4)5)17-23(20-33)19-30(36)25(32)16-21(2)28(30)35/h16-17,22,24-25,27,33,36-37H,6-15,18-20H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2306									
2308	513.357	1	896.789	0	NCGC00380215-01!	CCMSLIB00000845937	CCCCCCCCCCCC(=O)OC12CC(C)C3(O)C4C=C(C)C(=O)C4(O)CC(CO)=CC3C1C2(C)C	InChI=1S/C32H50O6/c1-6-7-8-9-10-11-12-13-14-15-26(34)38-31-18-22(3)32(37)24(27(31)29(31,4)5)17-23(20-33)19-30(36)25(32)16-21(2)28(30)35/h16-17,22,24-25,27,33,36-37H,6-15,18-20H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2308									
2312	513.523	1	1084.100	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2312									
2318	514.398	1	737.448	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2318									
2319	514.404	1	904.992	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2319									
2320	514.404	1	782.820	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2320									
2322	514.425	1	1092.120	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2322									
2324	514.482	1	1170.950	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2324									
2325	514.485	1	1022.720	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2325									
2330	515.263	1	446.529	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2330									
2331	515.264	1	421.453	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2331									
2337	515.373	1	851.016	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2337									
2339	515.376	1	851.016	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2339									
2341	515.383	1	647.130	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2341									
2343	515.405	1	1057.140	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2343									
2346	515.413	1	894.804	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2346									
2352	516.332	1	571.558	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2352	1.0000000,0.6582361,0.6028306,0.4984189	CCC/C=C/C=C\C(=O)OC1CC2C(C=C(C)C(=O)C3(CC(C)C(C3C=C1C)O)OC(=O)C)C2(C)C,CC(C1(C=C(C)C2O)C2(O)C(O)C(COC(/C=C/C=C\CCCCC)=O)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2O)C2(O)C(OC(/C=C/C=C/CCCCC)=O)C(CO)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2OC(/C=C/C=C/CCCCC)=O)C2(O)C(O)C(CO)=C3)CC4C(C4(C)C)C3C1=O	C30H42O6_Euphorbia_helioscopia_636,C30H42O6_Euphorbia_kansui_638,C30H42O6_Euphorbia_kansui_640,C30H42O6_Euphorbia_kansui_639				1,0.89,0.872,0.838	CCC/C=C/C=C\C(=O)OC1CC2C(C=C(C)C(=O)C3(CC(C)C(C3C=C1C)O)OC(=O)C)C2(C)C,CC(C1(C=C(C)C2O)C2(O)C(O)C(COC(/C=C/C=C\CCCCC)=O)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2O)C2(O)C(OC(/C=C/C=C/CCCCC)=O)C(CO)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2OC(/C=C/C=C/CCCCC)=O)C2(O)C(O)C(CO)=C3)CC4C(C4(C)C)C3C1=O	C30H42O6_Euphorbia_helioscopia_636,C30H42O6_Euphorbia_kansui_638,C30H42O6_Euphorbia_kansui_640,C30H42O6_Euphorbia_kansui_639
2353	516.332	1	515.899	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2353	1.0000000,0.7083470,0.6590701,0.6382446	CCC/C=C/C=C\C(=O)OC1CC2C(C=C(C)C(=O)C3(CC(C)C(C3C=C1C)O)OC(=O)C)C2(C)C,CC(C1(C=C(C)C2O)C2(O)C(O)C(COC(/C=C/C=C\CCCCC)=O)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2O)C2(O)C(OC(/C=C/C=C/CCCCC)=O)C(CO)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2OC(/C=C/C=C/CCCCC)=O)C2(O)C(O)C(CO)=C3)CC4C(C4(C)C)C3C1=O	C30H42O6_Euphorbia_helioscopia_636,C30H42O6_Euphorbia_kansui_638,C30H42O6_Euphorbia_kansui_640,C30H42O6_Euphorbia_kansui_639						
2354	516.332	1	553.746	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2354	1.0000000,0.6901047,0.6374629,0.5491672	CCC/C=C/C=C\C(=O)OC1CC2C(C=C(C)C(=O)C3(CC(C)C(C3C=C1C)O)OC(=O)C)C2(C)C,CC(C1(C=C(C)C2O)C2(O)C(O)C(COC(/C=C/C=C\CCCCC)=O)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2O)C2(O)C(OC(/C=C/C=C/CCCCC)=O)C(CO)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2OC(/C=C/C=C/CCCCC)=O)C2(O)C(O)C(CO)=C3)CC4C(C4(C)C)C3C1=O	C30H42O6_Euphorbia_helioscopia_636,C30H42O6_Euphorbia_kansui_638,C30H42O6_Euphorbia_kansui_640,C30H42O6_Euphorbia_kansui_639				1,0.9,0.883,0.854	CCC/C=C/C=C\C(=O)OC1CC2C(C=C(C)C(=O)C3(CC(C)C(C3C=C1C)O)OC(=O)C)C2(C)C,CC(C1(C=C(C)C2O)C2(O)C(O)C(COC(/C=C/C=C\CCCCC)=O)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2O)C2(O)C(OC(/C=C/C=C/CCCCC)=O)C(CO)=C3)CC4C(C4(C)C)C3C1=O,CC(C1(C=C(C)C2OC(/C=C/C=C/CCCCC)=O)C2(O)C(O)C(CO)=C3)CC4C(C4(C)C)C3C1=O	C30H42O6_Euphorbia_helioscopia_636,C30H42O6_Euphorbia_kansui_638,C30H42O6_Euphorbia_kansui_640,C30H42O6_Euphorbia_kansui_639
2372	517.404	1	1114.400	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2372									
2373	517.404	1	1013.950	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2373									
2374	517.408	1	1066.490	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2374									
2380	518.382	1	813.281	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2380									
2385	518.417	1	701.040	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2385									
2389	518.418	1	772.884	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2389									
2390	518.418	1	811.362	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2390									
2395	518.419	1	898.028	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2395									
2398	518.419	1	952.500	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2398									
2400	518.455	1	1091.010	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2400	1	CC(CC1CC(C)(C)OC(C)(C)O1)C1CCC2(C)C3CCC4C(C)(C)C(CCC54CC35CCC12C)O	C33H56O3_Euphorbia_esula_910						
2401	518.456	1	1151.660	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2401	1	CC(CC1CC(C)(C)OC(C)(C)O1)C1CCC2(C)C3CCC4C(C)(C)C(CCC54CC35CCC12C)O	C33H56O3_Euphorbia_esula_910				1	CC(CC1CC(C)(C)OC(C)(C)O1)C1CCC2(C)C3CCC4C(C)(C)C(CCC54CC35CCC12C)O	C33H56O3_Euphorbia_esula_910
2402	519.237	1	313.281	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2402									
2403	519.296	1	475.803	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2403									
2405	519.418	1	1018.600	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2405									
2406	519.418	1	1171.980	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2406									
2407	519.418	1	824.094	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2407									
2408	519.419	1	916.052	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2408									
2409	519.423	1	1047.750	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2409									
2411	520.289	1	477.538	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2411									
