cluster.index	parent.mass	number.of.spectra	RTMean	sum.precursor.intensity.	LibraryID	SpectrumID	Smiles	INCHI	ProteoSAFeClusterLink	MetFragScore	MetFragSMILES	MetFragID	FusionScore	FusionSMILES	FusionID	ConsensusScore	ConsensusSMILES	ConsensusID
2008	612.545	1	958.53	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2008									
2011	530.439	1	815.86	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2011									
2012	516.394	1	428.36	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2012									
2013	474.443	1	780.96	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2013									
2015	620.514	1	852.01	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2015									
2019	427.349	1	274.77	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2019									
2022	219.206	1	764.35	0	SpectralMatchtocis-7-HexadecenoicacidmethylesterfromNIST14	CCMSLIB00003138581		N/A	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2022									
2024	648.507	1	722.99	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2024									
2025	355.185	1	208.93	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2025									
2033	626.527	1	996.94	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2033									
2034	821.713	1	729.42	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2034									
2035	430.410	1	584.90	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2035	1.0000000,0.9890299,0.8800818,0.8269150	CC1C(CCC2C1(C)CCC1C3=CCC4(C)CCC(C)(C)CC4C3(C)CCC21C)O,CCC(/C=C/C(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)O)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C)C(C)C,C/C=C\CC/C(C)=C/CC/C(C)=C/CC(C(CC/C=C(C)/CCC=C(C)C)=C)CO	C29H48O_Phyllanthus_watsonii_592,C29H48O_Euphorbia_tirucalli_591,C29H48O_Multiple__590,C29H48O_Euphorbia_peplus_593						
2036	624.513	1	709.81	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2036									
2046	618.499	1	803.40	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2046									
2049	608.472	1	783.08	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2049									
2052	596.524	1	888.81	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2052									
2053	622.535	1	900.90	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2053									
2055	712.633	1	944.86	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2055									
2057	373.197	1	445.90	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2057									
2061	664.583	1	975.69	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2061									
2062	584.356	1	388.26	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2062	1	CCC/C=C/C=C/C=C/C(=O)OC1C(C)C2(C3C=C(C)C(=O)C3CC(=CC2C2C(C)(C)C12OC(=O)C(C)C)CO)O	C34H46O7_Euphorbia_prolifera_957	1	CCC/C=C/C=C/C=C/C(=O)OC1C(C)C2(C3C=C(C)C(=O)C3CC(=CC2C2C(C)(C)C12OC(=O)C(C)C)CO)O	C34H46O7_Euphorbia_prolifera_957	1	CCC/C=C/C=C/C=C/C(=O)OC1C(C)C2(C3C=C(C)C(=O)C3CC(=CC2C2C(C)(C)C12OC(=O)C(C)C)CO)O	C34H46O7_Euphorbia_prolifera_957
2063	471.405	1	790.17	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2063									
2065	593.505	1	916.61	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2065									
2072	545.455	1	679.63	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2072									
2073	680.510	1	689.18	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2073									
2074	313.175	1	814.40	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2074									
2075	655.390	1	70.19	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2075									
2076	868.680	1	835.06	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2076									
2077	662.576	1	898.30	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2077									
2080	957.656	1	405.12	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2080									
2081	575.482	1	1021.50	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2081									
2082	651.262	1	187.46	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2082									
2087	814.324	1	283.08	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2087									
2089	653.467	1	722.08	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2089									
2092	271.233	1	829.40	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2092									
2096	589.456	1	715.17	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2096									
2098	601.283	1	94.68	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2098									
2099	949.749	1	797.60	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2099									
2100	594.508	1	802.21	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2100									
2102	458.446	1	699.10	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2102									
2103	786.669	1	1080.63	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2103									
2104	594.505	1	846.20	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2104									
2106	583.406	1	644.32	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2106									
2107	425.343	1	344.69	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2107									
2109	652.545	1	766.80	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2109									
2112	355.265	1	188.82	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2112									
2113	653.542	1	821.69	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2113									
2116	581.354	1	453.44	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2116									
2117	429.391	1	854.24	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2117									
2119	233.220	1	818.87	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2119									
2120	598.529	1	931.94	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2120									
2121	637.549	1	1029.88	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2121									
2125	603.492	1	875.48	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2125									
2126	720.625	1	1177.19	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2126									
2127	425.427	1	765.46	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2127									
2128	748.649	1	926.32	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2128									
2130	803.580	1	532.65	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2130									
2131	803.580	1	817.32	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2131									
2132	746.634	1	928.70	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2132									
2133	814.672	1	1008.70	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2133									
2134	736.620	1	997.72	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2134									
2135	864.634	1	1187.31	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2135									
2136	947.727	1	717.12	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2136									
2137	952.825	1	954.13	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2137									
2138	442.455	1	768.97	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2138									
2139	678.503	1	753.28	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2139									
2140	804.560	1	818.70	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2140									
2141	931.560	1	915.14	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2141									
2143	931.727	1	708.85	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2143									
2144	358.222	1	42.04	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2144									
2146	830.656	1	941.85	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2146									
2147	494.532	1	1185.83	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2147									
2148	856.522	1	392.02	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2148									
2150	725.581	1	1186.64	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2150									
2152	700.490	1	613.24	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2152									
2153	681.625	1	1169.30	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2153									
2156	981.562	1	870.73	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2156									
2157	577.495	1	1080.02	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2157									
2158	553.450	1	921.46	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2158									
2159	680.519	1	800.89	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2159									
2160	949.579	1	899.46	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2160									
2161	805.609	1	1081.52	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2161									
2162	821.607	1	911.70	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2162									
2163	780.632	1	775.09	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2163									
2164	651.561	1	1050.53	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2164									
2165	448.410	1	766.32	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2165									
2166	559.407	1	741.80	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2166									
2167	995.613	1	874.78	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2167									
2168	870.702	1	1012.51	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2168									
2170	697.603	1	939.90	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2170									
2172	749.621	1	1154.55	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2172									
2174	409.379	1	797.39	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2174									
2175	651.553	1	1045.29	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2175									
2176	423.393	1	1173.02	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2176									
2177	917.580	1	971.43	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2177									
2178	730.633	1	955.93	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2178									
2181	485.461	1	768.56	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2181									
2183	792.558	1	623.62	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2183									
2185	684.613	1	1175.01	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2185									
2188	427.389	1	764.47	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2188									
2189	770.573	1	788.94	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2189									
2190	618.586	1	1189.64	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2190									
2191	656.581	1	1068.07	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2191									
2192	491.526	1	1073.02	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2192									
2193	590.556	1	1062.22	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2193									
2194	540.544	1	969.21	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2194									
2197	733.654	1	1015.01	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2197									
2199	733.644	1	996.55	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2199									
2200	684.616	1	969.36	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2200									
2201	608.467	1	853.41	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2201									
2203	718.641	1	925.02	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2203									
2204	686.632	1	1071.81	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2204									
2205	749.650	1	1098.50	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2205									
2210	735.641	1	1006.74	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2210									
2212	894.749	1	824.86	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2212									
2213	749.300	1	264.25	0	MilliamineC;5-Anthraniloyltypemoiety,20-Ac-Ingenolditerpenoid	CCMSLIB00004678651	CC(C(O)C1(O)C2OC(C3=CC=CC=C3/N=C(O)/C4=C(/N=C(O)/C5=CC=CC=C5)C(O)=CC=C4)=O)=CC16C(CC(C(C)7C)C7C(C6=O)C=C2COC(C)=O)C		http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2213									
2214	439.321	1	648.90	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2214									
2215	439.321	1	652.34	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2215									
2216	882.744	1	931.21	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2216									
2220	729.665	1	819.27	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2220									
2222	874.692	1	801.47	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2222									
2224	272.263	1	44.18	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2224									
2227	687.477	1	719.14	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2227									
2228	635.534	1	1099.98	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2228									
2232	826.669	1	912.57	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2232									
2233	781.699	1	848.80	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2233									
2234	758.563	1	1138.60	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2234									
2235	765.300	1	189.12	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2235									
2236	733.650	1	1185.54	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2236									
2238	565.393	1	645.87	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2238									
2240	467.383	1	897.23	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2240									
2241	902.727	1	1167.05	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2241									
2242	423.355	1	460.73	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2242									
2248	859.709	1	860.94	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2248									
2250	871.714	1	787.52	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2250									
2251	689.487	1	669.17	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2251									
2253	784.724	1	856.11	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2253									
2254	869.154	1	900.05	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2254									
2255	844.685	1	868.34	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2255									
2256	439.344	1	657.78	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2256									
2257	861.763	1	887.03	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2257									
2259	967.581	1	823.81	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2259									
2260	403.349	1	815.91	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2260									
2263	990.713	1	854.17	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2263									
2264	866.771	1	751.42	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2264									
2266	708.536	1	765.36	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=db04a3f5567d480c8e3ecab992c2fd7f&view=cluster_details&protein=2266									
